,gvkey,sich,insbnk,understatement,option,p_aaer,new_p_aaer,misstate,act,ap,at,ceq,che,cogs,csho,dlc,dltis,dltt,dp,ib,invt,ivao,ivst,lct,lt,ni,ppegt,pstk,re,rect,sale,sstk,txp,txt,xint,prcc_f
1914,13963,2111.0,0,0,0,2620.5,26206.0,0,515.727,16.192,688.903,113.358,391.458,89.741,33.172,4.808,775.543,214.273,9.872,21.2,53.194,10.044,173.697,141.545,519.389,20.663,135.59799999999998,0.0,-181.475,35.61400000000001,593.044,67.185,33.992,15.017,21.812,32.85
1915,13971,2860.0,0,0,0,2620.5,26206.0,0,575.941,110.281,1693.35,935.461,332.129,910.601,131.168,149.909,0.0,249.535,113.719,71.418,99.908,13.342,0.0,264.974,757.8889999999999,71.418,2227.5660000000007,0.0,397.31,135.219,1148.965,6.428,0.0,29.347,32.848,5.54
1916,13976,3577.0,0,0,0,2620.5,26206.0,0,94.782,9.929,145.965,116.739,29.973000000000006,82.31700000000002,26.158,0.211,0.0,0.476,6.976,-23.517,22.938,0.0,1.195,25.791,29.226,-23.517,33.249,0.0,59.828,26.336,137.261,1.034,0.0,-10.867,0.141,7.4
1917,13985,2631.0,0,0,0,2620.5,26206.0,0,16.398,8.298,57.404,18.604,0.555,44.942,10.098,7.63,6.0,15.175999999999998,3.606,0.706,5.515,1.347,0.555,16.929000000000002,38.8,0.706,79.29,0.0,14.965,9.662,61.462,0.0,0.975,1.474,1.714,1.16
1918,13990,2320.0,0,0,0,2620.5,26206.0,0,808.9010000000002,84.764,1985.455,-851.284,39.558,1313.4920000000004,52.99,155.915,532.134,0.0,60.89,-861.153,418.902,0.0,0.0,360.462,2836.739,-861.153,421.457,0.0,-1446.69,301.887,1671.256,0.0,14.505,150.97,122.752,0.055
1919,13994,3826.0,0,0,0,2620.5,26206.0,0,626.0,821.0,9503.0,4583.0,0.0,4456.0,416.9,244.0,0.0,1948.0,807.0,701.0,226.0,0.0,0.0,1065.0,4920.0,701.0,13078.0,0.0,1186.0,376.0,6627.0,9.0,0.0,433.0,153.0,16.47
1920,13997,3826.0,0,0,0,2620.5,26206.0,0,445.4980000000001,237.3,1490.154,534.398,64.755,1222.684,75.432,57.782,118.256,508.848,74.226,2.98,45.699,0.0,0.0,329.1330000000001,955.756,-87.02,862.135,0.0,239.027,237.907,1422.6629999999998,2.217,34.051,13.3,29.143,22.2
1921,14002,100.0,0,0,0,2620.5,26206.0,0,84.538,6.9289999999999985,180.416,-21.153,1.487,105.76,20.338,33.375,0.0,148.67600000000004,9.737,-74.513,24.382,23.0,0.0,52.893,201.569,-74.513,80.732,0.0,-170.333,19.16,125.826,0.0,0.12,-34.892,18.936,0.8694
1922,14007,5311.0,0,0,0,2620.5,26206.0,0,1063.329,270.897,1785.87,942.74,318.008,1941.945,47.708,0.0,0.0,249.686,79.009,107.484,648.867,3.0,220.717,497.56,836.49,107.484,1108.604,0.0,509.536,20.707,3063.734000000001,6.125,24.559,67.807,15.188,33.02
1923,14010,1311.0,0,0,0,2620.5,26206.0,0,2.211,0.8290000000000001,18.847,17.912,1.1740000000000002,1.54,51.245,0.0,0.0,0.0,2.762,3.062,0.0,0.0,0.0,0.8290000000000001,0.935,3.062,20.151,0.0,-17.725,0.976,8.554,0.211,0.0,0.635,0.004,0.41
1924,14011,1040.0,0,0,0,2620.5,26206.0,0,60.919,5.529,148.738,123.366,45.852,40.356,83.28299999999999,0.0,0.0,0.0,12.703,4.848,12.725,0.54,0.0,5.529,25.372,4.848,181.418,0.0,-71.49,1.711,64.262,35.74800000000001,0.0,1.338,0.006,3.61
1925,14016,2320.0,0,0,0,2620.5,26206.0,0,0.284,0.278,0.4920000000000001,-0.865,0.009000000000000001,2.859,4.127,0.917,0.0,0.0,0.209,-2.977,0.035,0.0,0.006,1.357,1.357,-2.977,0.242,0.0,-6.402,0.24,2.925,0.0,0.0,0.033,0.218,0.32
1926,14017,1040.0,0,0,0,2620.5,26206.0,0,1.436,0.005,1.547,1.541,1.414,0.0,1.27,0.0,0.0,0.0,0.028,-0.6779999999999999,0.0,0.0,1.354,0.006,0.006,-0.6779999999999999,0.28300000000000003,0.0,-11.643,0.017,0.0,0.0,0.0,0.0,0.0,0.56
1927,14019,3663.0,0,0,0,2620.5,26206.0,0,7.9529999999999985,5.636,10.002,-1.048,0.084,13.013,27.373,1.837,2.515,2.135,1.1740000000000002,-7.504,6.472,0.0,0.0,8.783999999999999,10.919,-7.087999999999999,1.729,0.131,-34.944,1.248,20.081,0.989,0.0,0.001,1.873,0.26
1928,14020,9995.0,0,0,0,2620.5,26206.0,0,0.009000000000000001,0.214,0.032,-0.42,0.0,0.0,37.175,0.0,0.0,0.0,0.006,-1.584,0.0,0.0,0.0,0.452,0.452,-1.584,0.029,0.0,-13.72,0.0,0.0,0.0,0.002,0.0,0.001,0.05
1929,14022,2711.0,0,0,0,2582.0,25821.0,1,1203.472,469.99,3689.559,-263.47,806.347,1736.939,32.069,139.495,0.0,1354.708,137.885,-131.898,36.506,217.123,0.0,1073.338,3001.148,-131.898,1184.672,147.472,-535.244,360.619,1822.06,0.0,463.853,-89.477,178.055,11.5
1930,14027,4955.0,0,0,0,2620.5,26206.0,0,64.367,19.017,151.721,49.56800000000001,7.758999999999999,178.085,11.485,7.997999999999998,54.0,44.699,11.113,5.54,4.115,0.0,1.044,53.088,102.152,5.54,151.543,0.001,-15.385,46.545,251.601,0.297,0.425,2.412,9.991,3.37
1931,14036,3620.0,0,0,0,2620.5,26206.0,0,3.41,0.085,4.04,3.61,1.196,2.389,0.987,0.015,0.048,0.03,0.188,0.02,1.223,0.0,0.149,0.328,0.43,0.02,2.074,0.0,2.095,0.684,5.0539999999999985,0.0,0.001,0.013,0.001,2.35
1932,14042,3826.0,0,0,0,2620.5,26206.0,0,678.6110000000001,246.458,2378.835,960.52,32.324,1759.2879999999998,81.089,54.857,321.458,714.697,106.013,26.37,411.545,24.958,23.999,336.343,1418.315,26.37,2533.0660000000007,0.0,302.806,205.334,1985.661,0.0,1.161,-18.772,67.267,9.8
1933,14046,3826.0,0,0,0,2620.5,26206.0,0,205.489,57.639,254.002,180.894,0.0,478.244,6.742000000000001,4.067,0.0,0.0,3.594,29.885,90.029,0.0,0.0,69.8,73.108,29.885,92.781,0.0,166.745,113.168,558.712,0.0,4.428,16.114,1.641,20.95
1934,14049,3312.0,0,0,0,2620.5,26206.0,0,339.301,128.792,1187.025,600.757,34.484,1017.93,30.597,416.131,63.999,5.686,75.687,-115.752,178.486,11.113,0.0,544.923,586.268,-115.752,1412.21,0.0,330.898,114.845,1047.649,0.0,0.0,-43.989,41.489,1.73
1935,14053,9995.0,0,0,0,2620.5,26206.0,0,0.536,0.112,1.3230000000000002,0.8009999999999999,0.353,0.0,58.034,0.012,0.081,0.064,0.026,-10.738,0.0,0.447,0.337,0.458,0.522,-10.738,0.155,0.0,-15.139,0.0,0.0,0.0,0.0,0.0,0.0,0.93
1936,14062,3826.0,0,0,0,2620.5,26206.0,0,488.105,232.718,1454.991,563.7040000000002,112.891,1440.618,34.132,29.743,1.135,518.903,86.896,24.891,162.719,28.315,0.0,264.519,891.2869999999998,24.891,1040.622,0.0,369.15,185.865,1600.497,0.234,2.0580000000000003,7.9929999999999986,36.18,14.6
1937,14064,3585.0,0,0,0,2620.5,26206.0,0,135.58700000000002,17.687,259.511,169.845,2.315,281.158,8.743,30.002,0.0,0.18,9.269,-2.221,64.58800000000001,0.0,0.0,88.387,88.581,6.726,126.609,0.0,164.033,58.481,394.103,0.0,0.0,-1.433,1.396,23.65
1938,14065,3826.0,0,0,0,2620.5,26206.0,0,960.0,451.0,2754.0,891.0,31.0,2325.0,80.987,161.0,53.0,1043.0,132.0,120.0,438.0,4.0,0.0,612.0,1845.0,120.0,2382.0,0.0,631.0,491.0,3023.0,0.0,0.0,49.0,89.0,10.41
1939,14066,1040.0,0,0,0,2620.5,26206.0,0,111.961,27.237,458.295,174.485,61.923,352.661,357.224,16.43,26.944000000000006,60.733,40.243,-227.928,24.299,14.867,7.395,48.999,151.722,-227.928,624.719,0.0,-456.431,25.739,158.34,0.0,0.0,-5.634,4.44,0.43
1940,14067,3826.0,0,0,0,2620.5,26206.0,0,236.822,66.642,482.4980000000001,211.207,15.877,659.385,32.549,24.415,26.023000000000003,152.086,29.14,-6.064,123.906,0.0,0.0,97.739,271.291,-6.064,366.259,0.0,184.864,85.755,720.817,0.0,5.698,0.987,12.409,5.4
1941,14068,3826.0,0,0,0,2620.5,26206.0,0,135.078,29.834,232.73,46.37300000000001,0.0,133.009,28.833,9.186,0.027000000000000003,101.554,9.074,6.595,77.692,0.0,0.0,61.826,186.357,0.5489999999999999,100.092,0.0,-106.252,30.433000000000003,186.683,0.0,0.0,3.842,10.874,1.7
1942,14070,3826.0,0,0,0,2620.5,26206.0,0,217.088,45.935,349.5440000000001,193.051,1.577,623.3919999999998,15.39,54.737,3.063,55.82100000000001,10.113,-1.007,129.01,2.491,0.0,100.672,156.493,-1.007,235.687,0.0,70.235,80.047,706.1030000000002,3.934,0.0,4.445,5.731,9.65
1943,14077,1040.0,0,0,0,2620.5,26206.0,0,47.377,22.609,251.772,111.533,14.586,156.869,104.904,5.147,63.575,45.93,34.944,-8.238999999999999,8.001,1.934,0.0,43.639,140.239,-8.238999999999999,704.533,0.0,-138.241,5.605,197.52,6.067,0.0,0.115,5.565,0.44
1944,14083,5651.0,0,0,0,2620.5,26206.0,0,36.35,6.901,53.726000000000006,16.917,0.562,82.03399999999998,6.089,1.979,134.437,18.452,4.2410000000000005,-14.63,21.551,0.0,0.0,12.244000000000002,30.696,-14.63,32.248000000000005,6.113,-17.342,10.64,105.698,5.795,0.0,-3.077,1.406,2.44
1945,14084,2221.0,0,0,0,2620.5,26206.0,0,365.946,42.555,931.929,316.644,6.153,443.995,31.382,33.623000000000005,67.4,248.146,53.306,33.331,174.076,0.0,0.0,186.072,615.285,32.202,715.332,0.0,128.048,164.259,836.696,4.907,21.97,19.374,33.151,21.7
1946,14087,4922.0,0,0,0,2620.5,26206.0,0,1646.2679999999998,219.599,9343.878,4953.346,607.898,2258.528,705.6,716.97,527.911,673.341,570.086,852.22,142.52100000000004,964.201,474.102,1948.762,4210.199000000001,852.22,8920.676,0.0,4378.897,631.1659999999998,3885.89,14.543,0.0,417.384,171.607,20.65
1947,14102,8731.0,0,0,0,2620.5,26206.0,0,681.0,314.0,2402.0,1243.0,183.0,1409.0,139.67700000000002,29.0,212.0,536.0,121.0,73.0,162.0,107.0,0.0,460.0,1098.0,73.0,1026.0,0.0,454.0,307.0,1636.0,5.0,22.0,82.0,31.0,21.2
1948,14108,3827.0,0,0,0,2620.5,26206.0,0,37.635,1.787,61.181,57.038,20.73,19.326,8.124,0.0,0.0,0.0,1.804,-4.164,9.667,7.83,8.407,4.143,4.143,-4.164,9.686,0.0,15.862,4.816,38.446,1.304,0.0,-3.075,0.0,13.25
1949,14112,7370.0,0,0,0,2620.5,26206.0,0,0.411,1.554,1.435,-2.334,0.049,4.732,42.617,0.15,0.0,0.6859999999999999,0.6990000000000001,-11.207,0.325,0.0,0.0,3.083,3.769,-10.82,2.335,0.0,-38.184,0.022,1.245,2.489,0.0,0.003,0.303,0.08
1950,14113,3577.0,0,0,0,2620.5,26206.0,0,5.455,1.13,6.6160000000000005,4.564,0.865,2.355,11.121,0.0,0.0,0.0,0.181,-0.341,0.041,0.0,0.0,1.876,2.052,-0.341,1.548,0.0,-4.671,4.452,9.274,0.001,0.0,0.0,0.043,1.76
1951,14114,1311.0,0,0,0,2620.5,26206.0,0,38.689,38.584,447.764,110.24,0.603,54.31,23.586,0.0,335.629,261.695,45.106,-28.178,0.0,0.899,0.0,38.584,337.524,-30.945,757.252,0.0,-51.82899999999999,25.668000000000006,137.691,0.899,0.0,-9.055,23.664,3.5
1952,14137,1040.0,0,0,0,2620.5,26206.0,0,12.845,2.565,55.804,24.815,7.051,50.78100000000001,80.665,0.04,0.0,0.0,9.741,-35.872,2.673,0.125,0.982,3.44,24.889,-35.872,258.768,6.1,-176.518,1.873,52.04600000000001,0.0,0.0,-0.741,0.706,0.12
1953,14141,4833.0,0,0,0,2620.5,26206.0,0,142.94899999999996,56.322,485.28,252.237,0.0,356.254,11.634,56.677,0.0,16.682000000000002,19.411,17.529,0.0,3.347,0.0,168.377,222.108,17.529,311.289,10.0,230.894,82.824,413.132,0.0,3.051,14.44,6.51,67.99
1954,14142,3826.0,0,0,0,2620.5,26206.0,0,69.031,16.980999999999998,138.5,66.538,0.0,203.47,5.426,21.463,0.0,24.502,4.712,8.609,39.442,1.185,0.0,39.725,71.962,8.609,77.08800000000002,0.0,47.916,22.975,224.347,1.116,1.281,6.535,2.139,16.45
1955,14145,7370.0,0,0,0,2620.5,26206.0,0,58.801,1.981,87.12100000000002,74.57,35.572,55.548,10.895,4.605,0.0,0.805,20.229,-3.5780000000000003,0.304,1.747,5.3210000000000015,11.746,12.550999999999998,-3.5780000000000003,73.102,0.0,0.612,20.414,94.61,0.0,0.0,-0.172,0.779,3.0995
1956,14148,3714.0,0,0,0,2620.5,26206.0,0,4.587,2.475,14.645,2.975,0.274,9.278,11.703,2.492,2.1830000000000003,5.3210000000000015,0.846,-0.6809999999999999,0.848,0.0,0.0,5.581,11.67,-0.6809999999999999,9.742,0.0,-13.558,3.181,14.445,1.362,0.0,-0.034,0.535,0.67
1957,14150,7819.0,0,0,0,2620.5,26206.0,0,45.732,16.745,81.898,32.508,0.303,70.145,15.828,12.823,93.96,12.802,3.1910000000000003,-0.195,15.663,0.0,0.0,36.588,49.39,-0.195,23.839,0.0,-0.805,18.376,94.813,0.0,0.0,-0.04,1.806,2.6975
1958,14151,2836.0,0,0,0,2620.5,26206.0,0,0.015,0.005,0.021,-0.006999999999999999,0.0,0.003,17.924,0.0,0.0,0.0,0.0,-0.076,0.0,0.0,0.0,0.018000000000000002,0.028,-0.076,0.009000000000000001,0.0,-7.158,0.014,0.014,0.0,0.0,0.0,0.0,0.025
1959,14162,1623.0,0,0,0,2620.5,26206.0,0,20.631,4.582,50.31399999999999,9.391,5.862,33.952,6.539,5.6389999999999985,1.609,25.163,5.211,-5.709,1.096,1.228,0.0,14.321,39.484,-6.646,28.842,0.0,-10.078,8.289,42.299,0.0,0.0,-5.724,3.143,0.26
1960,14169,8734.0,0,0,0,2620.5,26206.0,0,21.555,0.627,50.55,29.643,7.442,14.241,8.729,0.0,0.0,0.0,4.475,14.324000000000002,1.693,0.0,0.387,20.793000000000006,20.793000000000006,14.324000000000002,35.417,0.0,18.894,11.713,53.028,0.0,0.306,8.269,0.0,33.95
1961,14170,3620.0,0,0,0,2620.5,26206.0,0,11.457,2.611,15.75,9.959,0.812,16.23,3.11,0.0,0.0,0.0,0.518,1.101,4.842,0.0,0.0,5.681,5.791,1.101,7.2010000000000005,0.0,5.772,5.145,27.002,0.0,0.438,0.613,0.013,8.4
1962,14182,1400.0,0,0,0,2620.5,26206.0,0,101.177,9.239,196.33,140.727,10.32,191.651,28.256,0.0,0.0,13.245,17.332,13.138,34.593,0.0,0.0,31.083,55.08,13.231,190.413,0.0,88.33,46.761,275.288,3.107,0.0,6.155,2.196,7.2
1963,14215,3560.0,0,0,0,2620.5,26206.0,0,0.8220000000000001,0.081,2.842,0.29100000000000004,0.232,1.128,5.944,0.066,0.0,1.421,0.185,-0.32,0.273,0.0,0.0,0.585,2.551,-0.32,6.516,0.0,-2.126,0.294,2.584,0.0,0.0,0.0,0.128,0.06
1964,14221,3312.0,0,0,0,2620.5,26206.0,0,166.52599999999995,14.303,260.48400000000004,143.662,74.85600000000002,276.454,20.645,0.033,0.0,68.07,13.604,-55.918,65.362,16.833,72.818,39.836,116.822,-55.977,194.407,0.0,-103.688,23.161,315.458,0.328,0.0,-3.917,10.342,7.48
1965,14225,5200.0,0,0,0,2620.5,26206.0,0,341.241,20.1,475.244,424.888,68.52199999999999,390.889,37.939,0.0,0.0,0.0,14.967,70.112,152.70600000000005,9.374,21.258000000000006,40.561,50.356,70.112,186.442,0.0,420.085,101.356,818.283,0.0,2.488,43.522,0.0,66.43
1966,14229,3724.0,0,0,0,2620.5,26206.0,0,21.27,1.037,30.426,23.848000000000006,5.017,15.802,4.475,0.565,0.0,0.5429999999999999,1.122,2.658,11.086,0.5,2.176,3.262,6.5779999999999985,2.658,20.188,0.0,-6.244,4.792,25.051,0.0,0.0,0.075,0.255,1.95
1967,14233,5045.0,0,0,0,2620.5,26206.0,0,8.068,1.776,25.044,14.326,0.665,19.582,12.469,0.873,3.0,2.145,0.97,-6.947,0.8270000000000001,6.966,0.0,5.626,10.718,-7.16,3.354,0.0,-5.917000000000002,6.188,29.044,0.0,0.019,-2.08,0.18600000000000005,0.8475
1968,14238,9995.0,0,0,0,2620.5,26206.0,0,0.001,0.134,0.001,-0.458,0.001,0.0,6.345,0.0,0.217,0.325,0.0,-2.499,0.0,0.0,0.0,0.134,0.459,-2.499,0.0,0.0,-13.227,0.0,0.0,0.0,0.0,0.0,0.035,1.06
1969,14242,9997.0,0,0,0,2620.5,26206.0,0,919.734,185.232,1772.862,533.664,172.329,1405.356,235.3,381.888,5147.736,439.569,71.298,-71.094,405.093,86.139,113.016,739.398,1229.1,-71.094,646.8330000000002,0.0,-208.029,328.338,2119.968,1.275,5.355,96.849,73.593,1.68
1970,14249,1040.0,0,0,0,2620.5,26206.0,0,0.031,0.8270000000000001,1.985,-1.849,0.017,0.14400000000000002,42.424,0.728,0.0,1.706,0.297,-1.6780000000000002,0.011,0.0,0.0,2.128,3.834,-1.6780000000000002,4.14,0.0,-48.849,0.003,0.008,1.31,0.0,0.0,0.19,0.106
1971,14250,3572.0,0,0,0,2620.5,26206.0,0,8.607999999999999,1.78,11.968,0.487,5.112,15.837,114.603,4.091,11.249,3.6,1.622,-14.827,1.364,0.0,4.255,7.881,11.481,-13.958,7.007999999999999,0.0,-99.346,1.925,17.886,1.221,0.0,0.0,0.912,0.28
1972,14252,3663.0,0,0,0,2620.5,26206.0,0,12.83,1.695,18.66,14.088,1.927,14.999,12.045,0.045,0.019,0.01,1.0,-1.976,7.4860000000000015,0.0,0.0,4.562,4.572,-1.976,13.978,0.0,-5.209,1.0759999999999998,20.333,0.0,0.0,-1.112,0.06,0.72
1973,14255,2300.0,0,0,0,2620.5,26206.0,0,0.124,0.01,0.205,0.177,0.028,0.078,10.039,0.014,0.0,0.0,0.008,-0.5579999999999999,0.075,0.067,0.0,0.028,0.028,-0.5579999999999999,0.077,0.0,-5.803,0.0,0.038,0.04,0.0,0.0,0.0,0.15
1974,14257,2844.0,0,0,0,2620.5,26206.0,0,4.202,0.962,9.104,-2.801,1.814,6.207999999999998,59.052,0.0,0.0,7.162000000000001,0.329,1.263,0.312,0.0,0.0,2.171,11.905,1.263,5.492000000000001,0.0,-68.58,1.954,8.857000000000003,0.0,0.0,0.006,1.081,0.6
1975,14265,1311.0,0,0,0,2620.5,26206.0,0,0.939,0.579,6.742000000000001,4.936,0.44,1.105,17.134,0.132,0.124,0.645,0.501,0.37,0.0,0.0,0.0,0.904,1.806,0.37,24.598000000000006,0.0,-9.85,0.491,2.147,0.208,0.0,0.0,0.064,0.5
1976,14268,7372.0,0,0,0,2620.5,26206.0,0,347.1230000000001,9.936,375.823,276.785,294.37,28.201,68.029,0.0,0.0,0.0,7.7,23.106,0.0,0.0,13.903,88.569,99.038,23.106,114.806,0.0,-183.325,38.405,221.771,16.087,8.915,5.845,0.8,15.66
1977,14282,3678.0,0,0,0,2620.5,26206.0,0,370.257,80.501,1026.743,103.933,27.975,704.278,42.3,59.705,24.413,660.6139999999998,46.65600000000001,83.71,208.316,0.0,0.0,203.4,922.81,83.71,416.088,0.0,384.115,113.37,1103.771,0.0,4.56,51.645,56.099,48.05
1978,14285,2834.0,0,0,0,2620.5,26206.0,0,15.839,4.82,32.119,20.424,5.7360000000000015,11.138,14.585,1.757,2.515,0.142,1.235,1.361,2.563,0.0,0.0,9.563,11.695,1.361,7.702000000000001,0.0,-77.369,6.937,26.411,1.827,0.596,2.452,0.244,10.19
1979,14292,5812.0,0,0,0,2620.5,26206.0,0,9.255,6.367000000000001,76.649,1.331,0.0,158.667,9.768,5.1,44.0,33.9,10.466,2.869,6.771,0.0,0.0,28.62,75.318,6.509,112.924,0.0,-55.174,1.634,184.901,0.021,0.0,0.505,3.245,2.31
1980,14296,3560.0,0,0,0,2620.5,26206.0,0,7.508999999999999,1.833,15.515,0.468,0.41,14.612,4.312,0.968,0.027000000000000003,10.812,0.732,1.974,2.212,0.0,0.0,4.235,15.047,1.974,8.591000000000001,0.0,-8.052999999999999,3.4560000000000004,24.769,0.024,0.034,1.234,0.919,2.6
1981,14301,3826.0,0,0,0,2620.5,26206.0,0,312.058,192.05,748.045,280.761,4.1389999999999985,847.243,34.008,55.706,9.818,196.188,30.936,27.603,138.701,98.911,2.292,250.718,465.179,27.603,513.376,2.105,165.563,154.452,1036.382,2.053,1.597,16.402,20.131,8.0
1982,14304,2834.0,0,0,0,2620.5,26206.0,0,28.58,3.035,84.461,22.458,5.355,32.355,19.466,45.072,8.033999999999999,8.861,4.2860000000000005,-19.611,8.135,0.0,0.0,52.937,62.003,-19.611,49.958,0.0,-2.426,12.442,42.24800000000001,0.721,0.0,-12.614,3.547,4.0
1983,14309,2844.0,0,0,0,2620.5,26206.0,0,93.729,15.51,102.539,65.09100000000001,28.562,55.753,18.692,1.308,0.0,1.366,2.134,8.119,27.645,0.0,0.0,25.525,27.63,8.119,9.504,0.0,58.745,34.8,112.233,0.224,0.747,5.659,0.34700000000000003,7.51
1984,14310,4899.0,0,0,0,2620.5,26206.0,0,11.986,7.687,49.428,-30.15,4.225,36.582,10.19,62.635,0.0,1.116,12.986,-42.581,0.0,0.0,0.0,78.462,79.578,-42.581,24.325,0.0,-93.681,6.769,44.971,0.0,0.0,0.0,11.345,0.025
1985,14311,3790.0,0,0,0,2620.5,26206.0,0,305.317,101.554,565.163,238.783,40.53,1115.118,22.937,0.0,717.596,18.043,52.55,91.414,152.717,0.0,0.0,308.337,326.38,91.414,359.997,0.0,243.442,56.119,1512.042,3.424,15.872,48.149,7.251,57.75
1986,14312,3826.0,0,0,0,2620.5,26206.0,0,1563.7,1006.5,4312.6,1279.8,782.4,9409.4,32.872,292.8,47.4,975.0,134.9,137.2,425.7,109.0,645.3,1360.8,2541.1,195.9,3082.5,10.8,1091.5,312.8,9926.5,0.6,51.9,104.2,111.6,57.75
1987,14313,2400.0,0,0,0,2620.5,26206.0,0,802.0,323.0,2813.0,1215.0,260.0,1793.0,141.561,4.0,309.0,1077.0,148.0,19.0,252.0,0.0,78.0,327.0,1538.0,19.0,3669.0,60.0,330.0,267.0,2066.0,0.0,0.0,-26.0,52.0,7.5
1988,14324,3674.0,0,0,0,2620.5,26206.0,0,1129.348,17.573,1361.427,1114.5,805.691,249.921,386.301,0.0,0.0,0.0,54.278,-39.782,77.611,0.0,660.643,246.927,246.927,-39.782,368.066,0.0,744.327,33.931,839.3760000000002,34.311,32.863,26.779,0.0,21.22
1989,14326,3826.0,0,0,0,2620.5,26206.0,0,10026.0,4340.0,20870.0,2219.0,3780.0,22514.0,160.67700000000005,436.0,1491.0,4666.0,621.0,-141.0,2730.0,497.0,0.0,4776.0,10905.0,798.0,5248.0,0.0,1560.0,2786.0,23803.0,0.0,0.0,10.0,440.0,22.45
1990,14329,3826.0,0,0,0,2620.5,26206.0,0,76.57300000000002,39.913,109.019,46.304,0.0,400.455,19.78,14.119000000000002,0.0,8.683,2.4090000000000003,-6.016,37.707,0.68,0.0,54.032,62.715,-6.016,54.554,0.0,7.747999999999998,34.334,409.685,0.0,0.0,-0.213,2.088,1.55
1991,14330,3826.0,0,0,0,2620.5,26206.0,0,759.015,188.799,2352.586,1203.41,270.057,1181.304,30.36,238.92,76.446,359.589,123.279,108.84,305.55,41.169,0.0,471.224,1149.1760000000004,126.488,2640.237,0.0,878.6210000000002,169.635,1562.306,0.0,0.0,34.519,45.53,38.45
1992,14350,3826.0,0,0,0,2620.5,26206.0,0,130.757,26.13,309.685,212.355,63.871,84.584,35.276,5.158,0.0,16.980999999999998,5.904,18.882,20.071,72.845,0.0,35.28800000000001,97.33,18.882,107.647,0.0,-70.322,42.273,106.759,0.0,0.0,4.5139999999999985,3.059,3.15
1993,14351,7011.0,0,0,0,2620.5,26206.0,0,294.437,50.813,980.381,810.1360000000002,210.421,224.655,34.988,1.188,0.469,118.244,16.242,86.486,3.074,331.01,0.0,52.00100000000001,170.245,86.486,70.197,0.0,485.892,78.45,308.172,2.82,0.0,19.737,16.602,74.68
1994,14352,3826.0,0,0,0,2620.5,26206.0,0,1060.771,567.322,2490.617,442.964,323.237,1953.413,49.813,3.019,176.83599999999996,1175.622,65.064,26.446,300.1740000000001,0.0,21.303,819.3489999999998,2047.653,26.446,1498.912,0.0,127.793,437.36,2326.83,78.138,0.0,30.214,73.46600000000002,28.9
1995,14353,4841.0,0,0,0,2620.5,26206.0,0,398.423,573.561,8787.956,2604.842,0.0,1228.662,231.772,1.789,2377.238,3010.348,359.245,-147.421,95.375,212.921,0.0,640.943,5492.049,-147.421,3439.03,691.065,495.774,188.879,1576.855,194.475,0.0,-349.42800000000005,206.935,31.51
1996,14359,1311.0,0,0,0,2620.5,26206.0,0,255.643,99.165,3271.053,1285.389,14.334,209.664,103.936,0.0,328.331,1577.304,222.632,103.749,14.549,0.0,0.0,228.209,1985.664,99.996,3901.128,0.0,-1129.955,82.211,847.0219999999998,7.504,0.0,4.016,137.94899999999998,19.26
1997,14363,2870.0,0,0,0,2620.5,26206.0,0,1153.2,150.3,4248.9,540.7,622.7,1601.8,115.025,75.4,1404.5,2216.1,165.6,-27.9,292.3,0.0,374.0,773.2,3708.2,-66.5,4332.6,0.0,-982.4,217.6,1958.7,0.0,0.0,-2.8,152.3,13.0
1998,14369,4812.0,0,0,0,2620.5,26206.0,0,403.955,196.76,3725.014,2335.669,28.941,571.964,86.051,264.0,0.0,403.156,273.836,180.832,55.996,321.61,0.0,577.138,1342.9129999999998,173.87599999999995,2253.016,0.0,1062.043,303.435,1894.83,4.103,8.362,147.315,35.164,45.25
1999,14370,7363.0,0,0,0,2620.5,26206.0,0,2314.4,382.1,3238.6,814.3,245.8,8447.1,76.12899999999998,23.7,1089.9,811.1,80.2,124.5,0.0,0.0,0.0,1290.6,2424.3,124.5,465.4,0.0,-578.4,1917.8,10483.8,13.6,0.0,73.4,39.1,33.71
2000,14372,3826.0,0,0,0,2620.5,26206.0,0,1273.5,469.4,4138.8,1338.5,258.4,2054.9,86.147,34.7,857.4,1847.1,195.6,77.9,525.2,28.0,0.0,504.1,2746.1,77.9,3626.5,45.7,498.3,470.6,2990.8,0.0,0.0,26.0,141.4,10.1
2001,14380,2810.0,0,0,0,2620.5,26206.0,0,247.29,24.839,706.9119999999998,10.527,3.624,295.326,10.0,7.375,6.6629999999999985,205.223,43.01,-271.53700000000003,18.148,0.0,0.0,235.576,696.385,142.775,276.117,0.0,0.0,41.56800000000001,383.482,0.0,0.0,3.123,36.077,0.02
2002,14382,2024.0,0,0,0,2620.5,26206.0,0,4.931,1.142,9.59,6.818,1.162,10.355,2.26,0.345,1.4,1.038,0.589,0.753,2.474,0.136,0.0,1.734,2.772,0.753,7.25,0.0,2.021,1.039,15.883,0.108,0.122,0.268,0.06,3.9
2003,14384,3312.0,0,0,0,2620.5,26206.0,0,259.069,76.17,869.576,318.586,12.278,649.0880000000002,25.787,76.202,732.4760000000001,233.542,46.097,-5.928,132.40200000000002,0.0,0.0,205.607,523.678,-5.928,879.44,0.0,90.71,89.132,780.887,0.034,0.0,-2.1590000000000003,36.278,4.95
